Route Name;Ascent Label;Ascent Type;Route Grade;Ascent Grade;Route Gear Style;Ascent Gear Style;Route Height;Ascent Height;# Ascents;Route Stars;Route ID;Route Link;Country;Country Link;Crag Name;Crag Link;Crag Path;Quality;Ascent Date;Log Date;Shot
Orzo;Orzo;Onsight;6a;6a;Sportive;;12m;;1;**;3052772466;http://www.thecrag.com/route/3052772466;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Granaio;Very Good;03.10.2015 02:00;31.07.2021 10:32;
Kamut;Kamut;Onsight;6b+;6b+;Sportive;;13m;;1;***;3052771839;http://www.thecrag.com/route/3052771839;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Granaio;Mega Classic;03.10.2015 02:00;31.07.2021 10:32;
Schuebändu;Schuebändu;Onsight;6b+/c;6b+;Sportive;;20m;;1;**;3290265819;http://www.thecrag.com/route/3290265819;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Schuehbändu;Very Good;27.09.2015 02:00;01.08.2021 11:43;
Ave maria direkt;Ave maria direkt;Red point;7b;7b;Sportive;;10m;;1;**;195181413;http://www.thecrag.com/route/195181413;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Hü Sou;Very Good;27.09.2015 02:00;01.08.2021 11:40;
Persiste et signe;Persiste et signe;Red point;7a+;7a+;Sportive;;10m;;1;**;2272285662;http://www.thecrag.com/route/2272285662;Switzerland;http://www.thecrag.com/area/11747203;Jura;http://www.thecrag.com/area/214239312;Jura - La Jacoterie - Marco;Very Good;24.09.2015 02:00;01.08.2021 17:47;
La voie lactique;La voie lactique;Flash;7a+;7a+;Sportive;;;;1;**;5060512005;http://www.thecrag.com/route/5060512005;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Viking;Very Good;16.09.2015 02:00;29.07.2021 09:50;
Miss Jacoterie;Miss Jacoterie;Red point;7a+;7a+;Sportive;;25m;;1;**;2272285557;http://www.thecrag.com/route/2272285557;Switzerland;http://www.thecrag.com/area/11747203;Jura;http://www.thecrag.com/area/214239312;Jura - La Jacoterie - Marco;Very Good;15.09.2015 02:00;01.08.2021 17:49;
Näbuchräie;Näbuchräie;Onsight;5c+;5c+;Sportive;;15m;;1;*;195178173;http://www.thecrag.com/route/195178173;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Nabumeer;Average;12.09.2015 02:00;01.08.2021 11:39;
Kantentanz;Kantentanz;Onsight;6a;6a;Sportive;;20m;;1;;195178764;http://www.thecrag.com/route/195178764;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Peppopfeiler;Average;12.09.2015 02:00;01.08.2021 11:38;
Mezgete;Mezgete;Onsight;5c;5c;Sportive;;;;1;*;2676276780;http://www.thecrag.com/route/2676276780;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Nabumeer;Average;12.09.2015 02:00;01.08.2021 11:38;
L´aventure;L'aventure;Red point;7b;7b;Sportive;;;;1;**;278350710;http://www.thecrag.com/route/278350710;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Soyhières - Devers;Very Good;08.09.2015 02:00;01.08.2021 17:49;
La Corse;La Corse;Onsight;6b+/c;6b+;Sportive;;28m;;1;**;3290297082;http://www.thecrag.com/route/3290297082;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Schuehbändu;Very Good;06.09.2015 02:00;01.08.2021 11:43;
Jogo die Neve;Jogo die Neve;Onsight;6b+;6b+;Sportive;;;;1;**;3682627077;http://www.thecrag.com/route/3682627077;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Solothurner Falle;Very Good;06.09.2015 02:00;01.08.2021 11:40;
Aargauerfalle;Aargauerfalle;Onsight;6c;6c;Sportive;;;;1;**;4702862271;http://www.thecrag.com/route/4702862271;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Solothurner Falle;Very Good;06.09.2015 02:00;01.08.2021 11:40;
Anne Bokyn;Anne Brokyn;Onsight;7a;7a;Sportive;;25m;;1;**;195179862;http://www.thecrag.com/route/195179862;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Schuehbändu;Very Good;06.09.2015 02:00;01.08.2021 11:40;
Schnäbispienzler;Schnäbispienzler;Onsight;7a;7a;Sportive;;;;1;***;807073569;http://www.thecrag.com/route/807073569;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Schuehbändu;Very Good;06.09.2015 02:00;01.08.2021 11:40;
Sissi;Sissi;Onsight;6b;6b;Sportive;;;;1;**;1799716476;http://www.thecrag.com/route/1799716476;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Sissi;Very Good;06.09.2015 02:00;01.08.2021 11:39;
Bronenosez Potjomkin;Bronenosez Potjomkin;Red point;7b+;7b+;Sportive;;30m;;1;**;248446683;http://www.thecrag.com/route/248446683;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Chuenisberg - Schlammkaiser;Very Good;03.09.2015 02:00;24.07.2021 09:37;
Nit lugg loo;Nit lugg loo;Red point;7b;7b;Sportive;;30m;;1;**;248446839;http://www.thecrag.com/route/248446839;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Chuenisberg - Schlammkaiser;Very Good;11.08.2015 02:00;31.07.2021 11:10;
Steve Petrosino;Steve Petrosino;Onsight;6b+;6b+;Sportive;;22m;;1;*;2673796464;http://www.thecrag.com/route/2673796464;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Heb di fescht;Very Good;08.08.2015 02:00;01.08.2021 11:43;
Kaum Zeit zum Atmen;Kaum Zeit zum Atmen;Onsight;7a;7a;Sportive;;25m;;1;**;195179562;http://www.thecrag.com/route/195179562;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Heb di fescht;Mega Classic;08.08.2015 02:00;01.08.2021 11:40;
Horrorshow;Horrorshow;Onsight;6a+;6a+;Sportive;;25m;;1;*;2093066553;http://www.thecrag.com/route/2093066553;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Heb di fescht;Very Good;08.08.2015 02:00;01.08.2021 11:40;
Techniciens et dilettantes;Techniciens et dilletantes;Red point;7a+;7a+;Sportive;;30m;;1;**;248447052;http://www.thecrag.com/route/248447052;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Chuenisberg - Schlammkaiser;Very Good;06.08.2015 02:00;31.07.2021 11:10;
Erinnerungen;Peitsch;Red point;7b+;7b+;Sportive;;10m;;2;***;195180306;http://www.thecrag.com/route/195180306;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Sonnensturm;Very Good;02.08.2015 02:00;01.08.2021 17:47;
Erinnerungen;Erinnerungen;Red point;7b+;7b+;Sportive;;10m;;2;***;195180306;http://www.thecrag.com/route/195180306;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Sonnensturm;Very Good;02.08.2015 02:00;01.08.2021 11:40;
Betty Bossi;Betty Bossy;Onsight;6b+;6b+;Sportive;;18m;;1;**;2093086194;http://www.thecrag.com/route/2093086194;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Solothurner Falle;Very Good;02.08.2015 02:00;01.08.2021 11:40;
Tupperware Trudi;Tupperware Trudi;Onsight;6a;6a;Sportive;;15m;;1;*;1799716674;http://www.thecrag.com/route/1799716674;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Sissi;Very Good;02.08.2015 02:00;01.08.2021 11:38;
Herbalife Heidi;Herbalife Heidi;Onsight;6b;6b;Sportive;;15m;;1;*;1799716575;http://www.thecrag.com/route/1799716575;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Sissi;Very Good;02.08.2015 02:00;01.08.2021 11:36;
Ipso Facto;Ipso Facto;Onsight;7a;7a;Sportive;;;;1;**;2533895424;http://www.thecrag.com/route/2533895424;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Black and white;Very Good;25.07.2015 02:00;28.07.2021 19:04;
Picocantrope;picocanthrope;Flash;7a+;7a+;Sportive;;;;1;**;3719829864;http://www.thecrag.com/route/3719829864;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Résistance et liberté;Very Good;25.07.2015 02:00;28.07.2021 19:04;
Sans tricher;Sans tricher;Onsight;6b+;6b+;Sportive;;;;1;**;3719824545;http://www.thecrag.com/route/3719824545;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Résistance et liberté;Very Good;25.07.2015 02:00;28.07.2021 19:04;
Grande Solitude;Grande Solitude;Onsight;6c;6c;Sportive;;;;1;**;3720401718;http://www.thecrag.com/route/3720401718;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Résistance et liberté;Very Good;24.07.2015 02:00;28.07.2021 19:04;
Viol de Perses;Viol de Perses;Onsight;6a;6a;Sportive;;;;1;**;3720257928;http://www.thecrag.com/route/3720257928;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Résistance et liberté;Very Good;24.07.2015 02:00;28.07.2021 19:04;
Cents porcs et sans reproches;Cents porcs et sans reproches;Flash;7a;7a;Sportive;;30m;;1;**;2533895313;http://www.thecrag.com/route/2533895313;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Black and white;Very Good;24.07.2015 02:00;28.07.2021 19:04;
Gazothérapie;Gazothérapie;Flash;6b;6b;Sportive;;;;2;***;3720256905;http://www.thecrag.com/route/3720256905;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Résistance et liberté;Very Good;23.07.2015 02:00;31.07.2021 10:01;
Le débarquement;Le débarquement;Onsight;7a+;7a+;Sportive;;;;1;**;5064011682;http://www.thecrag.com/route/5064011682;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - La Parade;Very Good;23.07.2015 02:00;30.07.2021 09:21;
Gazothérapie;Gazothérapie;Flash;6b;6b;Sportive;;;;2;***;3720256905;http://www.thecrag.com/route/3720256905;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Résistance et liberté;Very Good;23.07.2015 02:00;30.07.2021 09:17;
Grain de sel;Grain de sel;Flash;7a;7a;Sportive;;;;1;**;5060512098;http://www.thecrag.com/route/5060512098;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Viking;Very Good;23.07.2015 02:00;29.07.2021 09:49;
L'express;L'express;Onsight;6a+;6a+;Sportive;;;;1;**;5060512296;http://www.thecrag.com/route/5060512296;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Viking;Very Good;23.07.2015 02:00;29.07.2021 09:45;
Berlin 90;Berlin 90;Flash;6c;6c;Sportive;;;;1;**;3719830977;http://www.thecrag.com/route/3719830977;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Résistance et liberté;Very Good;23.07.2015 02:00;28.07.2021 19:04;
Picothérapie;Picothérapie;Flash;6a;6a;Sportive;;;;1;**;1671920247;http://www.thecrag.com/route/1671920247;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Résistance et liberté;Very Good;23.07.2015 02:00;28.07.2021 19:04;
Une moulinette pour la vie;Une moulinette pour la vie;Onsight;5b;5b;Sportive;;;;1;;5060561268;http://www.thecrag.com/route/5060561268;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Impact;;21.07.2015 02:00;29.07.2021 09:58;
Place tien an men;Place tien an men;Onsight;6b;6b;Sportive;;;;1;;5060561163;http://www.thecrag.com/route/5060561163;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Impact;;21.07.2015 02:00;29.07.2021 09:56;
Impact;Impact;Onsight;7a;7a;Sportive;;;;1;**;5060561070;http://www.thecrag.com/route/5060561070;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Impact;Very Good;21.07.2015 02:00;29.07.2021 09:55;
Viking;Viking;Flash;6a+;6a+;Sportive;;;;1;**;5060494359;http://www.thecrag.com/route/5060494359;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Viking;Classic;21.07.2015 02:00;29.07.2021 09:37;
Gazothérapie 1st pitch;Gazothérapie;Flash;5c+;5c+;Sportive;;;;1;**;3720409527;http://www.thecrag.com/route/3720409527;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Résistance et liberté;Very Good;21.07.2015 02:00;28.07.2021 19:04;
Pinsomania;Pinsomania;Onsight;6b;6b;Sportive;;;;3;*;14014825;http://www.thecrag.com/route/14014825;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Ligne du temps;Very Good;20.07.2015 02:00;29.07.2021 11:03;
Le hamac;Le hamac;Flash;6c;6c;Sportive;;;;1;**;5060512203;http://www.thecrag.com/route/5060512203;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Viking;Very Good;20.07.2015 02:00;29.07.2021 09:48;
V'la ti pa;V'la ti pa;Onsight;6a+;6a+;Sportive;;;;1;**;5060487759;http://www.thecrag.com/route/5060487759;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Viking;Very Good;20.07.2015 02:00;29.07.2021 09:35;
Du bout des doigts;Du bout des doigts;Red point;7b;7b;Sportive;;;;1;**;5060470956;http://www.thecrag.com/route/5060470956;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Viking;Very Good;20.07.2015 02:00;29.07.2021 09:27;
Pinsomania;Pinsomania;Onsight;6b;6b;Sportive;;;;3;*;14014825;http://www.thecrag.com/route/14014825;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Ligne du temps;Very Good;20.07.2015 02:00;28.07.2021 19:04;
Paul et Mick;Paul et Mick;Flash;6b;6b;Sportive;;;;1;**;5060484834;http://www.thecrag.com/route/5060484834;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Viking;Very Good;19.07.2015 02:00;29.07.2021 09:32;
Accu-poncture;Accu-poncture;Flash;7a;7a;Sportive;;;;1;**;5060703822;http://www.thecrag.com/route/5060703822;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Ligne du temps;Very Good;17.07.2015 02:00;29.07.2021 10:53;
A dada sur mon picot;A dada sur mon picot;Flash;6a;6a;Sportive;;;;1;**;5060512389;http://www.thecrag.com/route/5060512389;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Viking;Very Good;16.07.2015 02:00;29.07.2021 09:47;
Schööni Schiisi;Schööni schiissi;Onsight;5c;5c;Sportive;;15m;;1;;1799717070;http://www.thecrag.com/route/1799717070;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Schnafler;Average;12.07.2015 02:00;01.08.2021 11:40;
Voodoo voodoo;Voodoo voodoo;Onsight;7a;7a;Sportive;;;;1;***;807016641;http://www.thecrag.com/route/807016641;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Sonnensturm;Mega Classic;12.07.2015 02:00;01.08.2021 11:40;
Berner Falle;Berne Fälle;Onsight;6b+;6b+;Sportive;;;;1;**;3432992193;http://www.thecrag.com/route/3432992193;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Solothurner Falle;Very Good;11.07.2015 02:00;01.08.2021 11:40;
Ab durch die Hütte;Ab durch die Hütte;Red point;7b;7b;Sportive;;15m;;1;***;195180909;http://www.thecrag.com/route/195180909;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Ab durch die Hütte;Mega Classic;11.07.2015 02:00;01.08.2021 11:40;
Tearoom Thesi;Tearoom Thesi;Onsight;6a;6a;Sportive;;15m;;1;*;1799716971;http://www.thecrag.com/route/1799716971;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Sissi;Very Good;11.07.2015 02:00;01.08.2021 11:39;
Vache folle;Vache folle;Red point;7c;7c;Sportive;;20m;;1;***;248427120;http://www.thecrag.com/route/248427120;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Chaltbrunnental - Chaltwand;Mega Classic;09.07.2015 02:00;31.07.2021 11:08;
Vache folle;Vache folle;Red point;7c;7c;Sportive;;23m;;1;***;4835476029;http://www.thecrag.com/route/4835476029;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Rüchi (Chaltbrunnental) - Chaltwand;Very Good;09.07.2015 02:00;17.07.2021 09:40;
Salü Marc;Salü Marc;Red point;7b;7b;Sportive;;20m;;1;**;191613528;http://www.thecrag.com/route/191613528;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Bettlerküche - Obere Wand;Very Good;07.07.2015 02:00;01.08.2021 11:32;
Powerplay;Powerplay;Red point;6c+;6c+;Sportive;;20m;;1;**;191613621;http://www.thecrag.com/route/191613621;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Bettlerküche - Obere Wand;Very Good;07.07.2015 02:00;01.08.2021 11:32;
Powerplay Direkt;Powerplay Direkt;Onsight;7a;7a;Sportive;;20m;;1;***;191613720;http://www.thecrag.com/route/191613720;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Bettlerküche - Obere Wand;Very Good;07.07.2015 02:00;01.08.2021 11:32;
Paperlapapp;Paperlapapp;Red point;7a+;7a+;Sportive;;15m;;1;**;191613156;http://www.thecrag.com/route/191613156;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Bettlerküche - Obere Wand;Average;07.07.2015 02:00;01.08.2021 11:32;
Mond und Sterne;Mond und Sterne;Red point;7b;7b;Sportive;;30m;;1;***;195181839;http://www.thecrag.com/route/195181839;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Dunkli Nacht;Mega Classic;28.06.2015 02:00;01.08.2021 11:40;
Figg;Figg;Red point;7a;7a;Sportive;;15m;;1;**;1799716278;http://www.thecrag.com/route/1799716278;Switzerland;http://www.thecrag.com/area/11747203;Solothurner Jura;http://www.thecrag.com/area/157688202;Solothurner Jura - Farnernzähne - Hü Sou;Very Good;28.06.2015 02:00;01.08.2021 11:40;
Pilier;Pilier;Red point;7a+;7a+;Sportive;;;;1;**;2518057695;http://www.thecrag.com/route/2518057695;Switzerland;http://www.thecrag.com/area/11747203;Jura;http://www.thecrag.com/area/214239312;Jura - Jolimont - Mur principal;Very Good;27.06.2015 02:00;01.08.2021 17:49;
L'impasse;L'impasse;Onsight;6b+;6b+;Sportive;;;;1;**;2283331833;http://www.thecrag.com/route/2283331833;Switzerland;http://www.thecrag.com/area/11747203;Jura;http://www.thecrag.com/area/214239312;Jura - Jolimont - Mur principal;Very Good;27.06.2015 02:00;01.08.2021 11:43;
Pankration;Pankration;Onsight;6b+;6b+;Sportive;;35m;;1;**;248427765;http://www.thecrag.com/route/248427765;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Chaltbrunnental - Chaltwand;Very Good;17.06.2015 02:00;31.07.2021 11:08;
Fissure;Fissure;Red point;7a+;7a+;Sportive;;;;1;;2518057800;http://www.thecrag.com/route/2518057800;Switzerland;http://www.thecrag.com/area/11747203;Jura;http://www.thecrag.com/area/214239312;Jura - Jolimont - Mur principal;Average;13.06.2015 02:00;01.08.2021 11:43;
Ikone;Ikone;Red point;7b+;7b+;Sportive;;20m;;2;***;248426919;http://www.thecrag.com/route/248426919;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Chaltbrunnental - Chaltwand;Mega Classic;11.06.2015 02:00;31.07.2021 11:08;
Ikone;Ikone;Red point;7b+;7b+;Sportive;;20m;;2;***;248426919;http://www.thecrag.com/route/248426919;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Chaltbrunnental - Chaltwand;Very Good;11.06.2015 02:00;24.07.2021 09:38;
Tropenriß;tropenriss;Red point;6a;6a;Trad;;25m;;1;**;248396100;http://www.thecrag.com/route/248396100;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Balmchopf - Balmchopfpfeiler;Very Good;10.06.2015 02:00;31.07.2021 11:08;
Trockene Lippen;Trockene Lippen;Red point;6c+;6c+;Sportive;;20m;;1;*;248395953;http://www.thecrag.com/route/248395953;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Balmchopf - Balmchopfpfeiler;Very Good;10.06.2015 02:00;31.07.2021 11:08;
Exxon Valdez;Exxon Valdez;Red point;6b;6b;Sportive;;20m;;1;**;248395476;http://www.thecrag.com/route/248395476;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Balmchopf - Balmchopfpfeiler;Very Good;09.06.2015 02:00;31.07.2021 11:08;
Milljöö;Milljöö;Red point;7a+;7a+;Sportive;;30m;;1;**;248395806;http://www.thecrag.com/route/248395806;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Balmchopf - Balmchopfpfeiler;Very Good;09.06.2015 02:00;31.07.2021 11:08;
Hybo rechts;Hybo;Red point;6c+;6c+;Sportive;;25m;;1;**;248405583;http://www.thecrag.com/route/248405583;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Balmchopf - Ringe der Kraft;Very Good;09.06.2015 02:00;31.07.2021 11:08;
Mur compacte;Mur compacte;Onsight;6a+;6a+;Sportive;;20m;;1;*;2283267630;http://www.thecrag.com/route/2283267630;Switzerland;http://www.thecrag.com/area/11747203;Jura;http://www.thecrag.com/area/214239312;Jura - Jolimont - Du haut;Average;07.06.2015 02:00;01.08.2021 11:43;
Tropische Phantasie;Tropische Phantasie;Red point;7b+;7b+;Sportive;;30m;;1;***;248397420;http://www.thecrag.com/route/248397420;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Balmchopf - Balmchopfpfeiler;Classic;02.06.2015 02:00;24.07.2021 09:39;
Baur dir eins;Baur die eins;Red point;6a+;6a+;Sportive;;18m;;1;**;248457618;http://www.thecrag.com/route/248457618;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Portifluh - Foggel;Very Good;31.05.2015 02:00;31.07.2021 11:16;
Graf Marcula;Graf Marcula;Onsight;6b;6b;Sportive;;19m;;1;**;248457975;http://www.thecrag.com/route/248457975;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Portifluh - Foggel;Very Good;31.05.2015 02:00;31.07.2021 11:13;
Mit Sika frickt man lose Steimle;Mit Sika frickt man lose Steimle;Red point;7b;7b;Sportive;;20m;;1;**;248458137;http://www.thecrag.com/route/248458137;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Portifluh - Foggel;Very Good;31.05.2015 02:00;31.07.2021 11:13;
Zanetti Koch nur mit Heizem Wasser, Mann;Zanetti Koch nur mit Heizem Wasser, Mann;Onsight;5c+;5c+;Sportive;;10m;;1;;248459484;http://www.thecrag.com/route/248459484;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Portifluh - Foggel;Average;31.05.2015 02:00;31.07.2021 11:13;
Ein richtiger Kerlin hat d'Hosang;Ein richtiger Kerlin hat d'Hosang;Red point;7a;7a;Sportive;;25m;;1;;248459280;http://www.thecrag.com/route/248459280;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Portifluh - Foggel;Average;30.05.2015 02:00;31.07.2021 11:16;
Beim Klettern gibts weder richige Signer noch Lusier;Beim Klettern gibts weder richige Signer noch Luis;Onsight;5c;5c;Sportive;;10m;;1;*;248458968;http://www.thecrag.com/route/248458968;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Portifluh - Foggel;Average;30.05.2015 02:00;31.07.2021 11:16;
Are in this Tam madge andrey routes?;Are in this Tal madge andrey routes?;Onsight;6a+;6a+;Sportive;;26m;;1;***;248458326;http://www.thecrag.com/route/248458326;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Portifluh - Foggel;Mega Classic;30.05.2015 02:00;31.07.2021 11:16;
La Ville et la Mort;La Vie et la Mort;Red point;7b;7b;Sportive;;30m;;1;***;248397768;http://www.thecrag.com/route/248397768;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Balmchopf - Balmchopfpfeiler;Mega Classic;28.05.2015 02:00;31.07.2021 11:08;
